id,intent,text
16857,spring,"Jersey, Spring, Tomcat and Security Annotations"
16858,qt,Qt4 parent pointer usage
16859,spring,Is SecurityContextHolder thread safe?
16860,qt,qsettings different results
16861,qt,Penalty of using QGraphicsObject vs QGraphicsItem?
16862,drupal,"drupal 6: how to email users of tasks due (week b4, day before, and overdue)"
16863,excel,Excel: auto-format time (without date)
16864,matlab,modem.oqpskmod -> modem.oqpskdemod not same result
16865,bash,How to write a bash script to get the time on another linux server?
16866,spring,How can we share data between the different steps of a Job in Spring Batch?
16867,haskell,"With Haskell, how do I process large volumes of XML?"
16868,bash,How to silent output in a BASH script?
16869,apache,How to ensure that Apache always serves a single page via HTTPS?
16870,qt,"QtCreator 1.3, Qt 4.6.2 and build problem with cmake on windows"
16871,wordpress,How to install wordpress on MS SQL
16872,qt,What happens when I call QWidget->close()
16873,hibernate,hibernate and ehcache replication
16874,wordpress,Where are wordpress default widget files or functions located?
16875,hibernate,Error in hibernate constraint
16876,spring,How configure a RESTful controller in Spring 3 with annotations?
16877,qt,QWebView not loading external resources
16878,wordpress,Extract image from the content
16879,scala,How to get an java.lang.Class of a scala object for an annotation argument
16880,scala,"Functional equivalent of if (p(f(a), f(b)) a else b"
16881,excel,Excel as database frontend for several concurrent users - doable?
16882,bash,Query in Shell Script
16883,drupal,drupal form override theme function
16884,hibernate,How to use Hibernate Full Text Search
16885,spring,"Proper way of ""shutdown"" a spring context in J2SE"
16886,excel,xls to csv with chainese character support
16887,spring,I've a function updating database table using Spring's JdbcTemplate and for some reason there was exception that connection is read only u can not update any database related changes. How to resolve these problem?
16888,matlab,calculate array element persistence algorithm
16889,drupal,How does Drupal compare to SharePoint
16890,hibernate,How do i create a Hibernate Criteria to order by some properties of collection
16891,spring,SimpleJdbcTestUtils.executeScript and multilines script
16892,qt,How to prevent libQtGui.so and libQtCore.so from being linked to a simple library built with qmake
16893,drupal,"Is it possible to share users between a Drupal 6.x and Open Atrium database, based on organic groups or CiviCRM smart groups?"
16894,drupal,Drupal voting module with an image per option
16895,drupal,What is the drupal way for wysiwyg reply edit box?
16896,apache,Why does this mod_rewrite expression not append the existing query string correctly?
16897,wordpress,"Render google map in wordpress, based on address custom field"
16898,bash,What is the proper indentation for bash scripts?
16899,wordpress,wordpress permalink post_type
16900,qt,Change background of QTabBar tabs using stylesheets
16901,spring,Spring servlet mapping - no css or jsp!
16902,drupal,filtering a Drupal View with ORed criteria
16903,qt,loaded image Qsize
16904,hibernate,handling hibernate UnsupportedOperationException: Can't write to a readonly object
16905,scala,How to make this code more functional ?
16906,bash,using bash to get revision number from subversion
16907,spring,Bzip2 Tomcat Output
16908,haskell,How to properly instantiate classes in Haskell?
16909,haskell,How to unpack a haskell existential type?
16910,matlab,checking if function is a part of/which toolbox
16911,hibernate,Hibernate HQL with interfaces
16912,hibernate,hibernate composite key
16913,haskell,Haskell Error: Couldn't match expected type `Integer' against inferred type `Int'
16914,qt,need MORE Qt style sheet!
16915,hibernate,not able to delete
16916,matlab,How can you draw a bezier curve in Matlab
16917,matlab,"Prevent ""MATLAB"" folder in My Documents"
16918,matlab,Porting MATLAB 7 files back to 6.1
16919,scala,How to store child objects on GAE using JDO from Scala
16920,matlab,Alternate method to kron
16921,haskell,Stack overflow in OCaml and F# but not in Haskell
16922,wordpress,Use post tags for meta keyword content
16923,hibernate,object references an unsaved transient instance - save the transient instance before flushing
16924,drupal,"DRUPAL, Views module: can I dynamically change the number of columns of my grid ?"
16925,hibernate,hibernate and netbeans application
16926,apache,apache protocol redirect
16927,excel,How to Retrive cell addresses which call specific function
16928,qt,Qt - how to detect what application is in focus
16929,drupal,best way to manage team membership in drupal-based site
16930,hibernate,Taking advantage of Hibernate lazy loading?
16931,scala,How can I iterate a list of lists in scala?
16932,matlab,MATLAB - load file whose filename is stored in a string
16933,apache,Apache not loading CSS files on remote browsers but works on localhost
16934,matlab,MATLAB - use a string to set the title of a graph
16935,qt,how to sort a QTableWidget with my own code?
16936,apache,Apache HttpClient making multipart form post
16937,matlab,MATLAB - printing graph with different output names
16938,qt,QWebView not loading external CSS
16939,scala,good code dojo question for introductory scala?
16940,haskell,"How to design ""blackbox"" with state in Haskell?"
16941,haskell,Problem installing haskel-platform
16942,wordpress,Optimizing WordPress SQL query for older posts list
16943,qt,Overwrite data and setData in Qt's QFileSystemModel
16944,scala,How can I add scala actors to an existing program without interfering with the normal termination behavior?
16945,bash,"Bash and Mac OS X, open application in Space N"
16946,apache,Apache Mod_Rewrite RewriteRule strange behaviour
16947,drupal,Drupal: cck taxonomy field with depth filtering
16948,wordpress,Wordpress: show category posts
16949,wordpress,Wordpress [caption] processing
16950,qt,"In Qt, how do I query the state of a QMutex or a QReadWriteLock?"
16951,matlab,how best to loop through an array taking into account of the index in matlab?
16952,matlab,how to apply a function to every row in matlab?
16953,qt,Qt widget disobeys drop in Windows
16954,matlab,how do you do symbolic differentiation on function handle?
16955,bash,Storing files inside BASH scripts
16956,wordpress,Enable my Wordpress Plugin and Theme w Remote Automatic Upgrade?
16957,hibernate,Composite id in hibernate+postgres breaks due to returned column order
16958,wordpress,Manually highlight Wordpress admin menu item.
16959,drupal,drupal menu and jquery menu
16960,qt,How to make QLineEdit expand inside QScrollArea
16961,hibernate,Error in creating alias in formula tag
16962,spring,Is there is any way to protect the password in .xml using spring
16963,apache,PHP print() Arabic string.
16964,haskell,in Haskell how do you match against the type 'Either a b' ?
16965,drupal,Simple Drupal sub-themeing...what am I doing wrong...?
16966,matlab,Finding a certain value below the maxima in Matlab
16967,drupal,drupal: add search field to an article
16968,hibernate,Ignore Hibernate @Where annotation
16969,qt,were is the mistake in my code
16970,matlab,Can the following loop be vectorize?
16971,qt,Problem installing QT on Vista
16972,matlab,how to Display data in  matrix with  with more than 4 decimals
16973,qt,QListWidget on freemantle
16974,scala,How to limit concurrency when using actors in Scala?
16975,drupal,Drupal Custom Menu Positioning
16976,excel,Excel to MySQL export  - every week updates and constraint problems
16977,apache,Apache <Files> with Require to exempt certain Files
16978,matlab,Find mode of a sequence of numbers without using arrays/vectors
16979,drupal,Modificate content profile form to show checkboxes in the matrix
16980,drupal,Drupal Custom Menu Styling
16981,bash,Compare/Difference of  two arrays in bash
16982,matlab,How to get name of an enumeration in MATLAB
16983,drupal,How dangerous is this sql query?
16984,scala,What is the difference between scala's case class and class
16985,hibernate,Problem in using indexes with SQL Server 2005 and Hibernate
16986,matlab,"Symbolic Math in MATLAB, solving simple integration"
16987,wordpress,"Recommendations, thoughts, tips and tricks, or peanuts on moving from wordpress to django"
16988,qt,Passing data around with QMimeData in Qt drag and drop
16989,haskell,Haskell equivalent of C's __LINE__
16990,excel,SQLite data into Excel?
16991,qt,Qt 4.6.x under MacOS/X:  widget update performance mystery
16992,drupal,Drupal Forms - Setting a Default Value
16993,spring,Testing Spring @MVC annotations
16994,scala,A generic quicksort in Scala
16995,qt,Why QtCreator doesn't use QtPlugin?
16996,wordpress,Wordpress Plugin or quick php function for conditional image size
16997,spring,Single DispatcherServlet with Multiple Controllers
16998,qt,help with mixing widget painting and UDP data transfers in a multi-threaded context
16999,qt,QImage from datastream
17000,spring,"Spring beans, Lifecycle in a XmlWebApplicationContext (web context)"
17001,spring,Get Spring Security intercept urls from database or properties
17002,drupal,What is a user category exactly?
17003,scala,"Looking for examples of how to use ""@_*"" when doing pattern matching in Scala"
17004,matlab,How do I make a plot in Matlab if I do not know the specific size of the array?
17005,apache,System.Net.WebClient request gets 403 Forbidden but browsers do not with Apache servers
17006,drupal,Drupal : Drupal6 views : Filter restriction
17007,qt,qtreewidgetitem addchild to already present item yields nothing
17008,magento,Magento : Converting currency before sending data to Google Checkout
17009,qt,Problem in inserting element to listview in QT
17010,matlab,MATLAB: pre-allocation of matrix yields error
